id,video,rallies,reason
U0245,20250918-排島本館-3,47,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0246,20250918-排島本館-4,48,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0247,20250918-排島本館-6,39,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0248,20250918-排島本館-7,38,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0249,20250918-排島本館-8,49,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0250,20250918-排島本館-9,42,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0251,20251012史派克(1),45,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0252,20251012史派克(2),47,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0253,20251012史派克(3),42,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0254,20251012史派克(4),44,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0255,20251012史派克(5),44,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0256,20251012史派克(6),53,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0257,20251109-排島本館-01,45,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0258,20251109-排島本館-02,39,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0259,20251109-排島本館-04,38,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0260,20251109-排島本館-05,43,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0261,20251109-排島本館-06,54,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0262,20251109-排島本館-07,35,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0263,20251109-排島本館-08,45,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0264,20251109-排島本館-09,21,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0265,20251109-排島本館-10,26,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0266,20251109-排島本館-11,20,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0267,20251227-排島本館-1,40,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0268,20251227-排島本館-2,42,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0269,20251227-排島本館-4,41,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0270,20251227-排島本館-5,48,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0271,20251227-排島本館-7,33,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0272,20251227-排島本館-8,42,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0273,20251227-排島本館-9,47,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0274,20260108-排排棧-03,43,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0275,20260108-排排棧-04,46,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0276,20260108-排排棧-05,47,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0277,20260108-排排棧-06,50,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0278,20260108-排排棧-07,45,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0279,20260321-排島本館-02,38,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0280,20260321-排島本館-03,42,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0281,20260321-排島本館-04,37,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0282,20260321-排島本館-05,36,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0283,20260321-排島本館-06,46,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0284,20260321-排島本館-07,43,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0285,20260321-排島本館-08,42,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0286,20260321-排島本館-09,29,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0287,20260321-排島本館-10,42,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0288,20260321-排島本館-11,46,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0289,20260403-霖度C-03,46,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0290,20260403-霖度C-04,47,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0291,20260426-小窩-02,35,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0292,20260426-小窩-04,44,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0293,20260426-小窩-05,40,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0294,20260426-小窩-06,40,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0295,20260426-小窩-07,50,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0296,20260426-小窩-08,40,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0297,20260426-小窩-09,38,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0298,20260426-小窩-10,43,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0299,20260426-小窩-11,40,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0300,20260426-小窩-12,52,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0301,20260502-排島本館-03,42,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0302,20260502-排島本館-04,48,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0303,20260502-排島本館-05,49,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0304,20260502-排島本館-06,38,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0305,20260502-排島本館-07,46,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0306,20260502-排島本館-08,42,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0307,20260502-排島本館-09,43,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0308,20260502-排島本館-11,43,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0309,20260502-排島本館-12,45,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0310,20260507 工資管友誼賽1,51,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0311,20260507 工資管友誼賽3,60,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0312,20260510邷力豹臨打2,44,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0313,20260510邷力豹臨打3,43,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0314,20260510邷力豹臨打4,43,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0315,20260510邷力豹臨打5,46,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0316,20260510邷力豹臨打6,42,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0317,20260510邷力豹臨打7,39,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0318,20260510邷力豹臨打8,38,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0319,20260510邷力豹臨打9,43,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0320,20260514-排排棧-01,44,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0321,20260514-排排棧-02,46,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0322,20260514-排排棧-03,45,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0323,20260514-排排棧-04,52,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0324,2026⧸02⧸25 1,48,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0325,2026⧸02⧸25 2,45,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0326,2026⧸02⧸25 3,39,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0327,2026⧸02⧸25 5,41,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0328,2026⧸02⧸25 6,46,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0329,2026⧸02⧸25 7,45,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0330,2026⧸02⧸25 8,46,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0331,2026⧸02⧸25 9,46,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0332,2026⧸03⧸25 1,45,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0333,2026⧸03⧸25 2,47,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0334,2026⧸03⧸25 4,42,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0335,2026⧸03⧸25 5,42,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0336,2026⧸03⧸25 6,37,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0337,2026⧸03⧸25 7,44,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0338,2026⧸03⧸25 8,46,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0339,2026⧸03⧸25 9,24,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0340,37-39 Thriller! - Japan 🇯🇵 vs. Poland 🇵🇱 ｜ VNL 2025 - Full Match ｜ Week 1_set3,76,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0341,7⧸30（三）小窩季打團play-1🦖,34,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0342,Algeria vs. Canada - Ranking 23-24 ｜ Boys' U19 World Champs 2025 - Full Match_set2,45,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0343,Algeria vs. Canada - Ranking 23-24 ｜ Boys' U19 World Champs 2025 - Full Match_set3,58,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0344,Argentina vs. Belgium - Ranking 9-10 ｜ Boys' U19 World Champs 2025 - Full Match_set2,48,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0345,Argentina vs. Belgium - Ranking 9-10 ｜ Boys' U19 World Champs 2025 - Full Match_set3,49,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0346,Argentina vs. Belgium - Ranking 9-10 ｜ Boys' U19 World Champs 2025 - Full Match_set4,43,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0347,Belgium vs. Thailand - Playoffs ｜ Girls' U19 World Champs 2025 - Full Match_set2,45,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0348,Belgium vs. Thailand - Playoffs ｜ Girls' U19 World Champs 2025 - Full Match_set3,48,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0349,Belgium vs. Thailand - Playoffs ｜ Girls' U19 World Champs 2025 - Full Match_set4,42,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0350,Brazil vs. Belgium - Classification 13-16 ｜ Boys' U19 World Champs 2025 - Full Match_set2,45,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0351,Brazil vs. Belgium - Classification 13-16 ｜ Boys' U19 World Champs 2025 - Full Match_set3,41,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0352,Brazil vs. Belgium - Classification 13-16 ｜ Boys' U19 World Champs 2025 - Full Match_set4,41,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0353,Brazil 🇧🇷 vs. Cuba 🇨🇺 ｜ VNL 2025 - Full Match ｜ Week 1_set2,50,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0354,Brazil 🇧🇷 vs. Cuba 🇨🇺 ｜ VNL 2025 - Full Match ｜ Week 1_set3,46,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0355,Brazil 🇧🇷 vs. Cuba 🇨🇺 ｜ VNL 2025 - Full Match ｜ Week 1_set4,43,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0356,Brazil 🇧🇷 vs. Italy 🇮🇹  ｜ VNL 2025 - Full Match ｜ Week 1_set2,43,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0357,Brazil 🇧🇷 vs. Italy 🇮🇹  ｜ VNL 2025 - Full Match ｜ Week 1_set3,56,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0358,Brazil 🇧🇷 vs. Poland 🇵🇱 ｜ VNL 2025 - Full Match ｜ Week 2_set2,46,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0359,Brazil 🇧🇷 vs. Poland 🇵🇱 ｜ VNL 2025 - Full Match ｜ Week 2_set3,46,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0360,Brazil 🇧🇷 vs. Poland 🇵🇱 ｜ VNL 2025 - Full Match ｜ Week 2_set4,54,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0361,Bulgaria vs. Italy - Ranking 7-8 ｜ Boys' U19 World Champs 2025 - Full Match_set2,43,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0362,Bulgaria vs. Italy - Ranking 7-8 ｜ Boys' U19 World Champs 2025 - Full Match_set3,45,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0363,Bulgaria 🇧🇬 vs. Argentina 🇦🇷 ｜ VNL 2025 - Full Match ｜ Week 1_set2,45,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0364,Bulgaria 🇧🇬 vs. Argentina 🇦🇷 ｜ VNL 2025 - Full Match ｜ Week 1_set3,54,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0365,Bulgaria 🇧🇬 vs. Canada 🇨🇦 ｜ VNL 2025 - Full Match ｜ Week 1_set2,48,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0366,Bulgaria 🇧🇬 vs. Canada 🇨🇦 ｜ VNL 2025 - Full Match ｜ Week 1_set3,44,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0367,Bulgaria 🇧🇬 vs. Japan 🇯🇵 ｜ VNL 2025 - Full Match ｜ Week 1_set2,47,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0368,Bulgaria 🇧🇬 vs. Japan 🇯🇵 ｜ VNL 2025 - Full Match ｜ Week 1_set3,43,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0369,Canada 🇨🇦 vs Japan 🇯🇵 ｜ VNL 2025 - Full Match ｜ Week 1_set2,45,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0370,Canada 🇨🇦 vs Japan 🇯🇵 ｜ VNL 2025 - Full Match ｜ Week 1_set3,44,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0371,Champions crowned in Final 24⧸25 (2⧸2) ｜ Suntory Sunbirds Osaka - Stings Aichi ｜ SV League 24⧸25_set2,41,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0372,Champions crowned in Final 24⧸25 (2⧸2) ｜ Suntory Sunbirds Osaka - Stings Aichi ｜ SV League 24⧸25_set3,47,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0373,China vs. Argentina - Classification 13-16 ｜ Boys' U19 World Champs 2025 - Full Match_set2,48,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0374,China vs. Argentina - Classification 13-16 ｜ Boys' U19 World Champs 2025 - Full Match_set3,45,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0375,China vs. Argentina - Classification 13-16 ｜ Boys' U19 World Champs 2025 - Full Match_set4,67,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0376,China vs. Argentina - Classification 13-16 ｜ Boys' U19 World Champs 2025 - Full Match_set5,28,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0377,China vs. Brazil - Ranking 13-14 ｜ Boys' U19 World Champs 2025 - Full Match_set2,46,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0378,China vs. Brazil - Ranking 13-14 ｜ Boys' U19 World Champs 2025 - Full Match_set3,50,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0379,China 🇨🇳 vs. Japan 🇯🇵 ｜ VNL 2025 - Full Match ｜ Week 1_set2,39,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0380,China 🇨🇳 vs. Japan 🇯🇵 ｜ VNL 2025 - Full Match ｜ Week 1_set3,47,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0381,Cuba vs. Puerto Rico - Ranking 17-18 ｜ Boys' U19 World Champs 2025 - Full Match_set2,47,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0382,Cuba vs. Puerto Rico - Ranking 17-18 ｜ Boys' U19 World Champs 2025 - Full Match_set3,45,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0383,Final - Stings vs. Sunbirds ｜ SVL League 2024⧸25 - Full Match ｜ Volleyball_set2,46,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0384,Final - Stings vs. Sunbirds ｜ SVL League 2024⧸25 - Full Match ｜ Volleyball_set3,50,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0385,Final - Stings vs. Sunbirds ｜ SVL League 2024⧸25 - Full Match ｜ Volleyball_set4,62,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0386,Final - Stings vs. Sunbirds ｜ SVL League 2024⧸25 - Full Match ｜ Volleyball_set5,36,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0387,France vs. Iran - Semi Final 2 ｜ Boys' U19 World Champs 2025 - Full Match_set2,39,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0388,France vs. Iran - Semi Final 2 ｜ Boys' U19 World Champs 2025 - Full Match_set3,46,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0389,France vs. Iran - Semi Final 2 ｜ Boys' U19 World Champs 2025 - Full Match_set4,44,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0390,France 🇫🇷 vs. Japan 🇯🇵 ｜ VNL 2025 - Full Match ｜ Week 2_set2,44,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0391,France 🇫🇷 vs. Japan 🇯🇵 ｜ VNL 2025 - Full Match ｜ Week 2_set3,47,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0392,France 🇫🇷 vs. Japan 🇯🇵 ｜ VNL 2025 - Full Match ｜ Week 2_set4,45,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0393,France 🇫🇷 vs. Japan 🇯🇵 ｜ VNL 2025 - Full Match ｜ Week 2_set5,26,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0394,Full Match ｜ Croatia vs. Bulgaria ｜ CEV U22 Volleyball European Championship 2026 Women ｜ Pool E_set2,48,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0395,Full Match ｜ Croatia vs. Bulgaria ｜ CEV U22 Volleyball European Championship 2026 Women ｜ Pool E_set3,44,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0396,Full Match ｜ Croatia vs. Bulgaria ｜ CEV U22 Volleyball European Championship 2026 Women ｜ Pool E_set4,47,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0397,Full Match ｜ Croatia vs. Serbia ｜ CEV U22 Volleyball European Championship 2026 Women ｜ Pool E_set2,47,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0398,Full Match ｜ Croatia vs. Serbia ｜ CEV U22 Volleyball European Championship 2026 Women ｜ Pool E_set3,46,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0399,Full Match ｜ Croatia vs. Serbia ｜ CEV U22 Volleyball European Championship 2026 Women ｜ Pool E_set4,44,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0400,Full Match ｜ Croatia vs. Serbia ｜ CEV U22 Volleyball European Championship 2026 Women ｜ Pool E_set5,25,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0401,Full Match ｜ Denmark vs. England ｜ CEV U22 Volleyball European Championship 2026 Men ｜ Pool A_set2,46,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0402,Full Match ｜ Denmark vs. England ｜ CEV U22 Volleyball European Championship 2026 Men ｜ Pool A_set3,38,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0403,Full Match ｜ Ireland vs. Spain ｜ CEV U22 Volleyball European Championship 2026 Women ｜ Pool D_set2,37,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0404,Full Match ｜ Ireland vs. Spain ｜ CEV U22 Volleyball European Championship 2026 Women ｜ Pool D_set3,33,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0405,Full Match ｜ Ireland vs. Türkiye ｜ CEV U22 Volleyball European Championship 2026 Women ｜ Pool D_set2,33,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0406,Full Match ｜ Ireland vs. Türkiye ｜ CEV U22 Volleyball European Championship 2026 Women ｜ Pool D_set3,32,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0407,Full Match ｜ Italy vs. England ｜ CEV U22 Volleyball European Championship 2026 Men ｜ Pool A_set2,45,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0408,Full Match ｜ Italy vs. England ｜ CEV U22 Volleyball European Championship 2026 Men ｜ Pool A_set3,40,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0409,Full Match ｜ Luxembourg vs. Croatia - CEV U22 Volleyball European Championship 2026 ｜ Women ｜ Pool E_set2,41,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0410,Full Match ｜ Luxembourg vs. Croatia - CEV U22 Volleyball European Championship 2026 ｜ Women ｜ Pool E_set3,34,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0411,Full Match ｜ Norway vs. Bulgaria ｜ CEV U22 Volleyball European Championship 2026 Men ｜ Pool C_set2,48,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0412,Full Match ｜ Norway vs. Bulgaria ｜ CEV U22 Volleyball European Championship 2026 Men ｜ Pool C_set3,47,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0413,Full Match ｜ Norway vs. Ireland ｜ CEV U22 Volleyball European Championship 2026 Women ｜ Pool D_set2,40,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0414,Full Match ｜ Norway vs. Ireland ｜ CEV U22 Volleyball European Championship 2026 Women ｜ Pool D_set3,43,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0415,Full Match ｜ Poland vs. England ｜ CEV U22 Volleyball European Championship 2026 Women ｜ Pool C_set2,39,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0416,Full Match ｜ Poland vs. England ｜ CEV U22 Volleyball European Championship 2026 Women ｜ Pool C_set3,34,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0417,Full Match ｜ Poland vs. Slovakia ｜ CEV U22 Volleyball European Championship 2026 Women ｜ Pool C_set2,39,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0418,Full Match ｜ Poland vs. Slovakia ｜ CEV U22 Volleyball European Championship 2026 Women ｜ Pool C_set3,40,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0419,Full Match ｜ Poland vs. Slovakia ｜ CEV U22 Volleyball European Championship 2026 Women ｜ Pool C_set4,46,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0420,Full Match ｜ Serbia vs. Bulgaria ｜ CEV U22 Volleyball European Championship 2026 Women ｜ Pool E_set2,45,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0421,Full Match ｜ Serbia vs. Bulgaria ｜ CEV U22 Volleyball European Championship 2026 Women ｜ Pool E_set3,38,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0422,Full Match ｜ Serbia vs. Bulgaria ｜ CEV U22 Volleyball European Championship 2026 Women ｜ Pool E_set4,41,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0423,Full Match ｜ Serbia vs. Luxembourg ｜ CEV U22 Volleyball European Championship 2026 Women ｜ Pool E_set2,46,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0424,Full Match ｜ Serbia vs. Luxembourg ｜ CEV U22 Volleyball European Championship 2026 Women ｜ Pool E_set3,35,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0425,Full Match ｜ Slovakia vs. England ｜ CEV U22 Volleyball European Championship 2026 Women ｜ Pool C_set2,41,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0426,Full Match ｜ Slovakia vs. England ｜ CEV U22 Volleyball European Championship 2026 Women ｜ Pool C_set3,32,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0427,Full Match ｜ Spain vs The Netherlands ｜ CEV U22 Volleyball European Championship 2026 Men ｜ Pool C_set2,43,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0428,Full Match ｜ Spain vs The Netherlands ｜ CEV U22 Volleyball European Championship 2026 Men ｜ Pool C_set3,41,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0429,Full Match ｜ Spain vs The Netherlands ｜ CEV U22 Volleyball European Championship 2026 Men ｜ Pool C_set4,42,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0430,Full Match ｜ Spain vs The Netherlands ｜ CEV U22 Volleyball European Championship 2026 Men ｜ Pool C_set5,30,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0431,Full Match ｜ Türkiye vs. Spain ｜ CEV U22 Volleyball European Championship 2026 Women ｜ Pool D_set2,41,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0432,Full Match ｜ Türkiye vs. Spain ｜ CEV U22 Volleyball European Championship 2026 Women ｜ Pool D_set3,49,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0433,Full Match ｜ Türkiye vs. Spain ｜ CEV U22 Volleyball European Championship 2026 Women ｜ Pool D_set4,47,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0434,Italy vs. Finland - Classificationn 5-8 ｜ Boys' U19 World Champs 2025 - Full Match_set2,48,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0435,JT Thunders 🇯🇵 vs. Wolfdogs Nagoya 🇯🇵 ｜ SV League 2026 ｜ Full Match - Volleyball_set2,46,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0436,JT Thunders 🇯🇵 vs. Wolfdogs Nagoya 🇯🇵 ｜ SV League 2026 ｜ Full Match - Volleyball_set3,47,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0437,JT Thunders 🇯🇵 vs. Wolfdogs Nagoya 🇯🇵 ｜ SV League 2026 ｜ Full Match - Volleyball_set4,44,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0438,JT Thunders 🇯🇵 vs. Wolfdogs Nagoya 🇯🇵 ｜ SV League 2026 ｜ Full Match - Volleyball_set5,30,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0439,Japan vs. USA - Ranking 15-16 ｜ Boys' U19 World Champs 2025 - Full Match_set2,41,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0440,Japan vs. USA - Ranking 15-16 ｜ Boys' U19 World Champs 2025 - Full Match_set3,40,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0441,Japan vs. USA - Ranking 15-16 ｜ Boys' U19 World Champs 2025 - Full Match_set4,48,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0442,Japan vs. USA - Ranking 15-16 ｜ Boys' U19 World Champs 2025 - Full Match_set5,27,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
U0443,Japan 🇯🇵 vs. China 🇨🇳 ｜ VNL 2025 - Full Match ｜ Week 2_set2,37,無對應人工 action 標註，無法計算 serve/score ±1 秒；未修改
